option_id,option_name,option_value,autoload
86,site_icon,0,yes
87,medium_large_size_w,768,yes
88,medium_large_size_h,0,yes
89,wp_page_for_privacy_policy,3,yes
90,show_comments_cookies_opt_in,1,yes
91,admin_email_lifespan,1729684283,yes
92,disallowed_keys,,no
93,comment_previously_approved,1,yes
94,auto_plugin_theme_update_emails,a:0:{},no
95,auto_update_core_dev,enabled,yes
96,auto_update_core_minor,enabled,yes
97,auto_update_core_major,enabled,yes
98,wp_force_deactivated_plugins,a:0:{},yes
99,wp_attachment_pages_enabled,0,yes
100,initial_db_version,57155,yes
101,wp_user_roles,"a:7:{s:13:""administrator"";a:2:{s:4:""name"";s:13:""Administrator"";s:12:""capabilities"";a:114:{s:13:""switch_themes"";b:1;s:11:""edit_themes"";b:1;s:16:""activate_plugins"";b:1;s:12:""edit_plugins"";b:1;s:10:""edit_users"";b:1;s:10:""edit_files"";b:1;s:14:""manage_options"";b:1;s:17:""moderate_comments"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:12:""upload_files"";b:1;s:6:""import"";b:1;s:15:""unfiltered_html"";b:1;s:10:""edit_posts"";b:1;s:17:""edit_others_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:10:""edit_pages"";b:1;s:4:""read"";b:1;s:8:""level_10"";b:1;s:7:""level_9"";b:1;s:7:""level_8"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:17:""edit_others_pages"";b:1;s:20:""edit_published_pages"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_pages"";b:1;s:19:""delete_others_pages"";b:1;s:22:""delete_published_pages"";b:1;s:12:""delete_posts"";b:1;s:19:""delete_others_posts"";b:1;s:22:""delete_published_posts"";b:1;s:20:""delete_private_posts"";b:1;s:18:""edit_private_posts"";b:1;s:18:""read_private_posts"";b:1;s:20:""delete_private_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""read_private_pages"";b:1;s:12:""delete_users"";b:1;s:12:""create_users"";b:1;s:17:""unfiltered_upload"";b:1;s:14:""edit_dashboard"";b:1;s:14:""update_plugins"";b:1;s:14:""delete_plugins"";b:1;s:15:""install_plugins"";b:1;s:13:""update_themes"";b:1;s:14:""install_themes"";b:1;s:11:""update_core"";b:1;s:10:""list_users"";b:1;s:12:""remove_users"";b:1;s:13:""promote_users"";b:1;s:18:""edit_theme_options"";b:1;s:13:""delete_themes"";b:1;s:6:""export"";b:1;s:18:""manage_woocommerce"";b:1;s:24:""view_woocommerce_reports"";b:1;s:12:""edit_product"";b:1;s:12:""read_product"";b:1;s:14:""delete_product"";b:1;s:13:""edit_products"";b:1;s:20:""edit_others_products"";b:1;s:16:""publish_products"";b:1;s:21:""read_private_products"";b:1;s:15:""delete_products"";b:1;s:23:""delete_private_products"";b:1;s:25:""delete_published_products"";b:1;s:22:""delete_others_products"";b:1;s:21:""edit_private_products"";b:1;s:23:""edit_published_products"";b:1;s:20:""manage_product_terms"";b:1;s:18:""edit_product_terms"";b:1;s:20:""delete_product_terms"";b:1;s:20:""assign_product_terms"";b:1;s:15:""edit_shop_order"";b:1;s:15:""read_shop_order"";b:1;s:17:""delete_shop_order"";b:1;s:16:""edit_shop_orders"";b:1;s:23:""edit_others_shop_orders"";b:1;s:19:""publish_shop_orders"";b:1;s:24:""read_private_shop_orders"";b:1;s:18:""delete_shop_orders"";b:1;s:26:""delete_private_shop_orders"";b:1;s:28:""delete_published_shop_orders"";b:1;s:25:""delete_others_shop_orders"";b:1;s:24:""edit_private_shop_orders"";b:1;s:26:""edit_published_shop_orders"";b:1;s:23:""manage_shop_order_terms"";b:1;s:21:""edit_shop_order_terms"";b:1;s:23:""delete_shop_order_terms"";b:1;s:23:""assign_shop_order_terms"";b:1;s:16:""edit_shop_coupon"";b:1;s:16:""read_shop_coupon"";b:1;s:18:""delete_shop_coupon"";b:1;s:17:""edit_shop_coupons"";b:1;s:24:""edit_others_shop_coupons"";b:1;s:20:""publish_shop_coupons"";b:1;s:25:""read_private_shop_coupons"";b:1;s:19:""delete_shop_coupons"";b:1;s:27:""delete_private_shop_coupons"";b:1;s:29:""delete_published_shop_coupons"";b:1;s:26:""delete_others_shop_coupons"";b:1;s:25:""edit_private_shop_coupons"";b:1;s:27:""edit_published_shop_coupons"";b:1;s:24:""manage_shop_coupon_terms"";b:1;s:22:""edit_shop_coupon_terms"";b:1;s:24:""delete_shop_coupon_terms"";b:1;s:24:""assign_shop_coupon_terms"";b:1;}}s:6:""editor"";a:2:{s:4:""name"";s:6:""Editor"";s:12:""capabilities"";a:34:{s:17:""moderate_comments"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:12:""upload_files"";b:1;s:15:""unfiltered_html"";b:1;s:10:""edit_posts"";b:1;s:17:""edit_others_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:10:""edit_pages"";b:1;s:4:""read"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:17:""edit_others_pages"";b:1;s:20:""edit_published_pages"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_pages"";b:1;s:19:""delete_others_pages"";b:1;s:22:""delete_published_pages"";b:1;s:12:""delete_posts"";b:1;s:19:""delete_others_posts"";b:1;s:22:""delete_published_posts"";b:1;s:20:""delete_private_posts"";b:1;s:18:""edit_private_posts"";b:1;s:18:""read_private_posts"";b:1;s:20:""delete_private_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""read_private_pages"";b:1;}}s:6:""author"";a:2:{s:4:""name"";s:6:""Author"";s:12:""capabilities"";a:10:{s:12:""upload_files"";b:1;s:10:""edit_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:4:""read"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:12:""delete_posts"";b:1;s:22:""delete_published_posts"";b:1;}}s:11:""contributor"";a:2:{s:4:""name"";s:11:""Contributor"";s:12:""capabilities"";a:5:{s:10:""edit_posts"";b:1;s:4:""read"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:12:""delete_posts"";b:1;}}s:10:""subscriber"";a:2:{s:4:""name"";s:10:""Subscriber"";s:12:""capabilities"";a:2:{s:4:""read"";b:1;s:7:""level_0"";b:1;}}s:8:""customer"";a:2:{s:4:""name"";s:8:""Customer"";s:12:""capabilities"";a:1:{s:4:""read"";b:1;}}s:12:""shop_manager"";a:2:{s:4:""name"";s:12:""Shop manager"";s:12:""capabilities"";a:92:{s:7:""level_9"";b:1;s:7:""level_8"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:4:""read"";b:1;s:18:""read_private_pages"";b:1;s:18:""read_private_posts"";b:1;s:10:""edit_posts"";b:1;s:10:""edit_pages"";b:1;s:20:""edit_published_posts"";b:1;s:20:""edit_published_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""edit_private_posts"";b:1;s:17:""edit_others_posts"";b:1;s:17:""edit_others_pages"";b:1;s:13:""publish_posts"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_posts"";b:1;s:12:""delete_pages"";b:1;s:20:""delete_private_pages"";b:1;s:20:""delete_private_posts"";b:1;s:22:""delete_published_pages"";b:1;s:22:""delete_published_posts"";b:1;s:19:""delete_others_posts"";b:1;s:19:""delete_others_pages"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:17:""moderate_comments"";b:1;s:12:""upload_files"";b:1;s:6:""export"";b:1;s:6:""import"";b:1;s:10:""list_users"";b:1;s:18:""edit_theme_options"";b:1;s:18:""manage_woocommerce"";b:1;s:24:""view_woocommerce_reports"";b:1;s:12:""edit_product"";b:1;s:12:""read_product"";b:1;s:14:""delete_product"";b:1;s:13:""edit_products"";b:1;s:20:""edit_others_products"";b:1;s:16:""publish_products"";b:1;s:21:""read_private_products"";b:1;s:15:""delete_products"";b:1;s:23:""delete_private_products"";b:1;s:25:""delete_published_products"";b:1;s:22:""delete_others_products"";b:1;s:21:""edit_private_products"";b:1;s:23:""edit_published_products"";b:1;s:20:""manage_product_terms"";b:1;s:18:""edit_product_terms"";b:1;s:20:""delete_product_terms"";b:1;s:20:""assign_product_terms"";b:1;s:15:""edit_shop_order"";b:1;s:15:""read_shop_order"";b:1;s:17:""delete_shop_order"";b:1;s:16:""edit_shop_orders"";b:1;s:23:""edit_others_shop_orders"";b:1;s:19:""publish_shop_orders"";b:1;s:24:""read_private_shop_orders"";b:1;s:18:""delete_shop_orders"";b:1;s:26:""delete_private_shop_orders"";b:1;s:28:""delete_published_shop_orders"";b:1;s:25:""delete_others_shop_orders"";b:1;s:24:""edit_private_shop_orders"";b:1;s:26:""edit_published_shop_orders"";b:1;s:23:""manage_shop_order_terms"";b:1;s:21:""edit_shop_order_terms"";b:1;s:23:""delete_shop_order_terms"";b:1;s:23:""assign_shop_order_terms"";b:1;s:16:""edit_shop_coupon"";b:1;s:16:""read_shop_coupon"";b:1;s:18:""delete_shop_coupon"";b:1;s:17:""edit_shop_coupons"";b:1;s:24:""edit_others_shop_coupons"";b:1;s:20:""publish_shop_coupons"";b:1;s:25:""read_private_shop_coupons"";b:1;s:19:""delete_shop_coupons"";b:1;s:27:""delete_private_shop_coupons"";b:1;s:29:""delete_published_shop_coupons"";b:1;s:26:""delete_others_shop_coupons"";b:1;s:25:""edit_private_shop_coupons"";b:1;s:27:""edit_published_shop_coupons"";b:1;s:24:""manage_shop_coupon_terms"";b:1;s:22:""edit_shop_coupon_terms"";b:1;s:24:""delete_shop_coupon_terms"";b:1;s:24:""assign_shop_coupon_terms"";b:1;}}}",yes
102,fresh_site,0,yes
103,user_count,1,no
104,widget_block,"a:6:{i:2;a:1:{s:7:""content"";s:19:""<!-- wp:search /-->"";}i:3;a:1:{s:7:""content"";s:154:""<!-- wp:group --><div class=""wp-block-group""><!-- wp:heading --><h2>Recent Posts</h2><!-- /wp:heading --><!-- wp:latest-posts /--></div><!-- /wp:group -->"";}i:4;a:1:{s:7:""content"";s:227:""<!-- wp:group --><div class=""wp-block-group""><!-- wp:heading --><h2>Recent Comments</h2><!-- /wp:heading --><!-- wp:latest-comments {""displayAvatar"":false,""displayDate"":false,""displayExcerpt"":false} /--></div><!-- /wp:group -->"";}i:5;a:1:{s:7:""content"";s:146:""<!-- wp:group --><div class=""wp-block-group""><!-- wp:heading --><h2>Archives</h2><!-- /wp:heading --><!-- wp:archives /--></div><!-- /wp:group -->"";}i:6;a:1:{s:7:""content"";s:150:""<!-- wp:group --><div class=""wp-block-group""><!-- wp:heading --><h2>Categories</h2><!-- /wp:heading --><!-- wp:categories /--></div><!-- /wp:group -->"";}s:12:""_multiwidget"";i:1;}",yes
105,sidebars_widgets,"a:2:{s:19:""wp_inactive_widgets"";a:5:{i:0;s:7:""block-2"";i:1;s:7:""block-3"";i:2;s:7:""block-4"";i:3;s:7:""block-5"";i:4;s:7:""block-6"";}s:13:""array_version"";i:3;}",yes
106,cron,"a:20:{i:1715229704;a:1:{s:26:""action_scheduler_run_queue"";a:1:{s:32:""0d04ed39571b55704c122d726248bbac"";a:3:{s:8:""schedule"";s:12:""every_minute"";s:4:""args"";a:1:{i:0;s:7:""WP Cron"";}s:8:""interval"";i:60;}}}i:1715230285;a:1:{s:34:""wp_privacy_delete_old_export_files"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}}i:1715231464;a:1:{s:32:""woocommerce_cancel_unpaid_orders"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:2:{s:8:""schedule"";b:0;s:4:""args"";a:0:{}}}}i:1715233259;a:2:{s:20:""jetpack_clean_nonces"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}s:33:""wc_admin_process_orders_milestone"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}}i:1715233272;a:1:{s:29:""wc_admin_unsnooze_admin_notes"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""hourly"";s:4:""args"";a:0:{}s:8:""interval"";i:3600;}}}i:1715251246;a:1:{s:14:""wc_admin_daily"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1715251256;a:2:{s:33:""woocommerce_cleanup_personal_data"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}s:30:""woocommerce_tracker_send_event"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1715251259;a:1:{s:20:""jetpack_v2_heartbeat"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1715251369;a:1:{s:29:""validate_woopay_compatibility"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1715255484;a:1:{s:32:""recovery_mode_clean_expired_keys"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1715255485;a:3:{s:16:""wp_version_check"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}s:17:""wp_update_plugins"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}s:16:""wp_update_themes"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}}i:1715255521;a:3:{s:19:""wp_scheduled_delete"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}s:25:""delete_expired_transients"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}s:21:""wp_update_user_counts"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}}i:1715255522;a:1:{s:30:""wp_scheduled_auto_draft_delete"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1715262046;a:2:{s:24:""woocommerce_cleanup_logs"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}s:31:""woocommerce_cleanup_rate_limits"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1715272846;a:1:{s:28:""woocommerce_cleanup_sessions"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:10:""twicedaily"";s:4:""args"";a:0:{}s:8:""interval"";i:43200;}}}i:1715299200;a:1:{s:27:""woocommerce_scheduled_sales"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:5:""daily"";s:4:""args"";a:0:{}s:8:""interval"";i:86400;}}}i:1715342356;a:1:{s:30:""wp_delete_temp_updater_backups"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""weekly"";s:4:""args"";a:0:{}s:8:""interval"";i:604800;}}}i:1715428285;a:1:{s:30:""wp_site_health_scheduled_check"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:6:""weekly"";s:4:""args"";a:0:{}s:8:""interval"";i:604800;}}}i:1715683306;a:1:{s:25:""woocommerce_geoip_updater"";a:1:{s:32:""40cd750bba9870f18aada2478b24840a"";a:3:{s:8:""schedule"";s:11:""fifteendays"";s:4:""args"";a:0:{}s:8:""interval"";i:1296000;}}}s:7:""version"";i:2;}",yes
107,widget_pages,"a:1:{s:12:""_multiwidget"";i:1;}",yes
108,widget_calendar,"a:1:{s:12:""_multiwidget"";i:1;}",yes
109,widget_archives,"a:1:{s:12:""_multiwidget"";i:1;}",yes
110,widget_media_audio,"a:1:{s:12:""_multiwidget"";i:1;}",yes
111,widget_media_image,"a:1:{s:12:""_multiwidget"";i:1;}",yes
112,widget_media_gallery,"a:1:{s:12:""_multiwidget"";i:1;}",yes
113,widget_media_video,"a:1:{s:12:""_multiwidget"";i:1;}",yes
114,widget_meta,"a:1:{s:12:""_multiwidget"";i:1;}",yes
115,widget_search,"a:1:{s:12:""_multiwidget"";i:1;}",yes
116,widget_recent-posts,"a:1:{s:12:""_multiwidget"";i:1;}",yes
117,widget_recent-comments,"a:1:{s:12:""_multiwidget"";i:1;}",yes
118,widget_tag_cloud,"a:1:{s:12:""_multiwidget"";i:1;}",yes
119,widget_nav_menu,"a:1:{s:12:""_multiwidget"";i:1;}",yes
120,widget_custom_html,"a:1:{s:12:""_multiwidget"";i:1;}",yes
